id_interacao,id_cliente,data_interacao,canal,direcao,resultado,texto
INT000214,PJ0073,2025-12-05,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000215,PJ0074,2026-04-23,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000220,PJ0075,2026-03-11,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000218,PJ0075,2026-03-18,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000217,PJ0075,2026-04-05,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000216,PJ0075,2026-04-17,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000219,PJ0075,2026-04-29,portal,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000221,PJ0076,2026-04-18,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000223,PJ0077,2026-03-04,whatsapp,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000222,PJ0077,2026-04-20,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000224,PJ0078,2026-05-19,email,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000225,PJ0079,2026-06-26,whatsapp,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000226,PJ0080,2026-05-15,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000229,PJ0081,2026-01-23,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000227,PJ0081,2026-01-30,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000228,PJ0081,2026-02-14,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000231,PJ0082,2026-02-19,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000232,PJ0082,2026-03-12,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000230,PJ0082,2026-04-03,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000233,PJ0082,2026-04-24,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000234,PJ0083,2026-03-21,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000237,PJ0083,2026-04-28,whatsapp,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000235,PJ0083,2026-05-01,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000236,PJ0083,2026-05-13,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000238,PJ0083,2026-05-16,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000239,PJ0084,2026-01-10,email,ativa,recuperacao_judicial,Representante informou processo de recuperação judicial; caso requer equipe especializada.
INT000243,PJ0085,2026-03-02,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000240,PJ0085,2026-03-12,portal,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000242,PJ0085,2026-03-16,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000241,PJ0085,2026-03-17,telefone,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000245,PJ0086,2025-12-18,portal,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000244,PJ0086,2025-12-24,email,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000247,PJ0086,2025-12-26,portal,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000246,PJ0086,2026-01-10,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000248,PJ0087,2026-02-16,whatsapp,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000252,PJ0088,2026-03-13,telefone,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000249,PJ0088,2026-03-23,portal,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000251,PJ0088,2026-04-10,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000250,PJ0088,2026-04-16,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000253,PJ0089,2026-02-10,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000254,PJ0090,2026-05-16,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000255,PJ0090,2026-05-18,telefone,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000256,PJ0090,2026-05-23,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000257,PJ0091,2026-02-18,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000261,PJ0091,2026-02-20,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000260,PJ0091,2026-03-23,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000258,PJ0091,2026-04-16,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000259,PJ0091,2026-04-25,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000264,PJ0092,2025-12-15,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000262,PJ0092,2026-01-11,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000263,PJ0092,2026-01-22,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000265,PJ0093,2026-02-14,whatsapp,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000267,PJ0093,2026-02-20,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000266,PJ0093,2026-04-25,email,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000268,PJ0093,2026-04-29,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000270,PJ0094,2026-02-16,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000269,PJ0094,2026-02-25,email,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000271,PJ0094,2026-02-26,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000273,PJ0094,2026-02-28,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000272,PJ0094,2026-04-05,telefone,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000277,PJ0095,2026-05-01,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000274,PJ0095,2026-05-09,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000276,PJ0095,2026-05-16,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000275,PJ0095,2026-06-13,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000278,PJ0096,2025-11-26,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000279,PJ0096,2025-12-07,portal,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000280,PJ0096,2025-12-23,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000281,PJ0097,2025-12-14,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000282,PJ0098,2026-01-02,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000283,PJ0098,2026-01-30,whatsapp,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000285,PJ0099,2026-01-10,whatsapp,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000286,PJ0099,2026-01-29,telefone,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000287,PJ0099,2026-02-09,portal,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000284,PJ0099,2026-02-15,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000289,PJ0100,2025-12-20,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000292,PJ0100,2025-12-25,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000291,PJ0100,2026-01-06,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000290,PJ0100,2026-01-23,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000288,PJ0100,2026-02-13,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000294,PJ0101,2026-01-01,whatsapp,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000295,PJ0101,2026-02-24,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000293,PJ0101,2026-02-26,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000296,PJ0102,2026-03-28,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000297,PJ0103,2026-05-05,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000298,PJ0104,2026-03-03,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000299,PJ0104,2026-03-20,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000302,PJ0104,2026-03-29,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000300,PJ0104,2026-04-13,portal,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000301,PJ0104,2026-04-13,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000303,PJ0105,2026-01-18,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000304,PJ0105,2026-02-21,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000305,PJ0105,2026-02-28,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000306,PJ0106,2026-01-03,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000307,PJ0106,2026-01-12,portal,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000310,PJ0107,2026-04-23,telefone,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000308,PJ0107,2026-05-13,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000309,PJ0107,2026-06-18,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000311,PJ0108,2026-05-12,telefone,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000312,PJ0109,2025-12-11,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000313,PJ0109,2025-12-31,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000315,PJ0110,2026-01-12,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000316,PJ0110,2026-01-30,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000314,PJ0110,2026-03-16,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000319,PJ0111,2026-04-19,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000318,PJ0111,2026-05-05,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000317,PJ0111,2026-06-21,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000322,PJ0112,2026-03-29,telefone,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000320,PJ0112,2026-04-07,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000321,PJ0112,2026-04-09,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
